"Year","Month","Inches of Precipitation"
"2010","APR","4.93"
"2010","MAY","3.47"
"2010","JUN","0.14"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.07"
"2010","NOV",""
"2010","DEC","6.29"
"2010","JAN","2.70"
"2010","FEB","0.05"
"2010","MAR","6.39"
"2010","APR","3.60"
"2010","MAY","2.47"
"2010","JUN","0.09"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.02"
"2010","OCT","0.18"
"2010","NOV","2.82"
"2010","DEC","13.96"
"2010","JAN","5.49"
"2010","FEB","0.02"
"2010","MAR","6.63"
"2010","APR","3.67"
"2010","MAY","6.23"
"2010","JUN","0.34"
"2010","JUL","0.00"
"2010","AUG","0.17"
"2010","SEP","0.00"
"2010","OCT","0.01"
"2010","NOV","0.85"
"2010","DEC","3.89"
"2010","JAN","1.20"
"2010","FEB","0.03"
"2010","MAR","2.43"
"2010","APR","1.74"
"2010","MAY","1.14"
"2010","JUN","0.41"
"2010","JUL","0.35"
"2010","AUG","0.10"
"2010","SEP","0.02"
"2010","OCT","0.00"
"2010","NOV","0.15"
"2010","DEC","10.90"
"2010","JAN","4.81"
"2010","FEB","0.00"
"2010","MAR","4.90"
"2010","APR","2.32"
"2010","MAY","4.37"
"2010","JUN","0.20"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.01"
"2010","OCT",""
"2010","NOV",""
"2010","DEC",""
"2010","JAN",""
"2010","FEB",""
"2010","MAR",""
"2010","APR",""
"2010","MAY",""
"2010","JUN",""
"2010","JUL",""
"2010","AUG",""
"2010","SEP",""
"2010","OCT","0.15"
"2010","NOV","1.00"
"2010","DEC","9.48"
"2010","JAN","2.01"
"2010","FEB","0.00"
"2010","MAR","4.78"
"2010","APR","2.43"
"2010","MAY","3.97"
"2010","JUN","0.17"
"2010","JUL","0.05"
"2010","AUG","0.06"
"2010","SEP","0.00"
"2010","OCT","0.02"
"2010","NOV","1.00"
"2010","DEC","4.49"
"2010","JAN","1.66"
"2010","FEB","0.00"
"2010","MAR","2.09"
"2010","APR","0.32"
"2010","MAY","1.35"
"2010","JUN","0.08"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.81"
"2010","NOV","1.17"
"2010","DEC","4.02"
"2010","JAN","0.78"
"2010","FEB","0.08"
"2010","MAR","2.69"
"2010","APR","1.34"
"2010","MAY","1.30"
"2010","JUN","0.27"
"2010","JUL","0.14"
"2010","AUG","0.39"
"2010","SEP","0.00"
"2010","OCT","0.25"
"2010","NOV","2.61"
"2010","DEC","11.81"
"2010","JAN","5.80"
"2010","FEB","0.00"
"2010","MAR","1.94"
"2010","APR","2.02"
"2010","MAY","4.04"
"2010","JUN","0.07"
"2010","JUL","0.03"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.12"
"2010","NOV",""
"2010","DEC","8.40"
"2010","JAN","3.80"
"2010","FEB","0.04"
"2010","MAR","10.24"
"2010","APR","4.20"
"2010","MAY","3.72"
"2010","JUN","0.08"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","0.71"
"2010","DEC","4.73"
"2010","JAN","1.26"
"2010","FEB","0.00"
"2010","MAR","1.68"
"2010","APR","2.15"
"2010","MAY","0.32"
"2010","JUN","0.01"
"2010","JUL","0.00"
"2010","AUG","0.01"
"2010","SEP","0.00"
"2010","OCT","0.12"
"2010","NOV",""
"2010","DEC","12.96"
"2010","JAN","3.23"
"2010","FEB","0.12"
"2010","MAR","8.85"
"2010","APR","3.81"
"2010","MAY","3.54"
"2010","JUN","0.42"
"2010","JUL","0.07"
"2010","AUG","0.14"
"2010","SEP","0.05"
"2010","OCT","0.00"
"2010","NOV","0.66"
"2010","DEC","4.81"
"2010","JAN","0.92"
"2010","FEB","0.00"
"2010","MAR","1.31"
"2010","APR","0.33"
"2010","MAY","1.09"
"2010","JUN","0.06"
"2010","JUL","0.00"
"2010","AUG","0.09"
"2010","SEP","0.01"
"2010","OCT","0.27"
"2010","NOV","5.70"
"2010","DEC","17.07"
"2010","JAN","6.36"
"2010","FEB","0.55"
"2010","MAR","6.34"
"2010","APR","5.20"
"2010","MAY","6.36"
"2010","JUN","0.36"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT",""
"2010","NOV",""
"2010","DEC","10.54"
"2010","JAN","2.31"
"2010","FEB","0.18"
"2010","MAR","6.85"
"2010","APR","3.90"
"2010","MAY","2.94"
"2010","JUN","0.00"
"2010","JUL","0.40"
"2010","AUG","0.35"
"2010","SEP","0.03"
"2010","OCT","0.60"
"2010","NOV","0.32"
"2010","DEC","8.54"
"2010","JAN","4.96"
"2010","FEB","0.03"
"2010","MAR","6.46"
"2010","APR","1.11"
"2010","MAY",""
"2010","JUN","0.65"
"2010","JUL","0.00"
"2010","AUG","0.09"
"2010","SEP","0.00"
"2010","OCT",""
"2010","NOV",""
"2010","DEC","2.89"
"2010","JAN","0.75"
"2010","FEB","0.02"
"2010","MAR","1.73"
"2010","APR","0.80"
"2010","MAY","0.87"
"2010","JUN","0.23"
"2010","JUL","0.06"
"2010","AUG","0.29"
"2010","SEP","0.03"
"2010","OCT",""
"2010","NOV",""
"2010","DEC",""
"2010","JAN",""
"2010","FEB",""
"2010","MAR",""
"2010","APR",""
"2010","MAY",""
"2010","JUN",""
"2010","JUL",""
"2010","AUG",""
"2010","SEP",""
"2010","OCT","0.10"
"2010","NOV","2.03"
"2010","DEC","12.08"
"2010","JAN","5.33"
"2010","FEB","0.00"
"2010","MAR","4.65"
"2010","APR","2.83"
"2010","MAY","5.91"
"2010","JUN","0.07"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.04"
"2010","OCT",""
"2010","NOV","1.55"
"2010","DEC","5.28"
"2010","JAN","0.99"
"2010","FEB","0.24"
"2010","MAR","4.52"
"2010","APR","2.52"
"2010","MAY","1.10"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","2.12"
"2010","DEC","14.17"
"2010","JAN","3.19"
"2010","FEB","0.00"
"2010","MAR","8.44"
"2010","APR","3.88"
"2010","MAY","2.98"
"2010","JUN","0.17"
"2010","JUL","0.00"
"2010","AUG","0.04"
"2010","SEP","0.04"
"2010","OCT","0.00"
"2010","NOV","2.82"
"2010","DEC","8.92"
"2010","JAN","2.41"
"2010","FEB","0.00"
"2010","MAR","7.69"
"2010","APR","4.35"
"2010","MAY","2.61"
"2010","JUN","0.12"
"2010","JUL","0.03"
"2010","AUG","0.03"
"2010","SEP","0.07"
"2010","OCT","0.00"
"2010","NOV","1.09"
"2010","DEC","5.91"
"2010","JAN","1.42"
"2010","FEB","0.00"
"2010","MAR","4.30"
"2010","APR","2.19"
"2010","MAY","1.68"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.01"
"2010","OCT","0.41"
"2010","NOV","0.00"
"2010","DEC","6.41"
"2010","JAN","1.18"
"2010","FEB","0.01"
"2010","MAR","3.90"
"2010","APR","1.81"
"2010","MAY","1.38"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.02"
"2010","NOV","1.96"
"2010","DEC","7.48"
"2010","JAN","2.33"
"2010","FEB","0.03"
"2010","MAR","6.65"
"2010","APR","3.61"
"2010","MAY","2.60"
"2010","JUN","0.02"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.02"
"2010","OCT",""
"2010","NOV","0.02"
"2010","DEC","7.96"
"2010","JAN","1.21"
"2010","FEB","0.42"
"2010","MAR","5.45"
"2010","APR","5.69"
"2010","MAY","1.83"
"2010","JUN","0.12"
"2010","JUL","0.30"
"2010","AUG","0.07"
"2010","SEP","0.03"
"2010","OCT","0.00"
"2010","NOV","0.79"
"2010","DEC","2.79"
"2010","JAN","0.60"
"2010","FEB","0.01"
"2010","MAR","2.82"
"2010","APR","1.45"
"2010","MAY","0.16"
"2010","JUN","0.11"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","2.01"
"2010","DEC","10.02"
"2010","JAN","1.92"
"2010","FEB","0.00"
"2010","MAR","6.35"
"2010","APR","3.26"
"2010","MAY","1.32"
"2010","JUN","0.00"
"2010","JUL","0.01"
"2010","AUG","0.01"
"2010","SEP","0.03"
"2010","OCT","0.00"
"2010","NOV","1.65"
"2010","DEC","5.83"
"2010","JAN","1.71"
"2010","FEB","0.02"
"2010","MAR","5.80"
"2010","APR","3.34"
"2010","MAY","2.51"
"2010","JUN","0.09"
"2010","JUL","0.06"
"2010","AUG","0.00"
"2010","SEP","0.08"
"2010","OCT","0.04"
"2010","NOV","2.04"
"2010","DEC","5.60"
"2010","JAN","1.64"
"2010","FEB","0.52"
"2010","MAR","6.76"
"2010","APR","5.80"
"2010","MAY","1.88"
"2010","JUN","0.04"
"2010","JUL",""
"2010","AUG","0.00"
"2010","SEP",""
"2010","OCT","0.00"
"2010","NOV","0.40"
"2010","DEC","5.00"
"2010","JAN","0.54"
"2010","FEB","0.00"
"2010","MAR","1.47"
"2010","APR","0.90"
"2010","MAY","0.51"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","2.18"
"2010","DEC","3.22"
"2010","JAN","0.74"
"2010","FEB","0.00"
"2010","MAR","2.11"
"2010","APR","1.54"
"2010","MAY","0.20"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","0.55"
"2010","DEC","3.94"
"2010","JAN","0.51"
"2010","FEB","0.00"
"2010","MAR","2.38"
"2010","APR","1.56"
"2010","MAY","0.42"
"2010","JUN","0.00"
"2010","JUL","0.01"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.53"
"2010","NOV","0.53"
"2010","DEC","7.29"
"2010","JAN","1.31"
"2010","FEB","0.26"
"2010","MAR","5.55"
"2010","APR","3.67"
"2010","MAY","1.60"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.03"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","1.90"
"2010","DEC","8.79"
"2010","JAN","1.44"
"2010","FEB","0.00"
"2010","MAR","6.46"
"2010","APR","2.61"
"2010","MAY","1.15"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.03"
"2010","OCT","0.00"
"2010","NOV","1.87"
"2010","DEC","5.40"
"2010","JAN","1.00"
"2010","FEB","0.42"
"2010","MAR","5.74"
"2010","APR","3.70"
"2010","MAY","1.97"
"2010","JUN","0.13"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","1.15"
"2010","DEC","3.35"
"2010","JAN","0.78"
"2010","FEB","0.02"
"2010","MAR","1.81"
"2010","APR","1.19"
"2010","MAY","0.39"
"2010","JUN","0.01"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT",""
"2010","NOV",""
"2010","DEC","4.61"
"2010","JAN","1.20"
"2010","FEB","0.00"
"2010","MAR","2.30"
"2010","APR","1.41"
"2010","MAY","0.12"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","1.64"
"2010","DEC","10.89"
"2010","JAN","1.95"
"2010","FEB","0.04"
"2010","MAR","6.42"
"2010","APR","3.27"
"2010","MAY","1.87"
"2010","JUN","0.06"
"2010","JUL","0.00"
"2010","AUG","0.01"
"2010","SEP","0.02"
"2010","OCT",""
"2010","NOV",""
"2010","DEC",""
"2010","JAN",""
"2010","FEB",""
"2010","MAR",""
"2010","APR",""
"2010","MAY",""
"2010","JUN",""
"2010","JUL",""
"2010","AUG",""
"2010","SEP",""
"2010","OCT",""
"2010","NOV",""
"2010","DEC",""
"2010","JAN",""
"2010","FEB",""
"2010","MAR",""
"2010","APR",""
"2010","MAY",""
"2010","JUN",""
"2010","JUL",""
"2010","AUG",""
"2010","SEP",""
"2010","OCT",""
"2010","NOV",""
"2010","DEC",""
"2010","JAN",""
"2010","FEB",""
"2010","MAR",""
"2010","APR",""
"2010","MAY",""
"2010","JUN",""
"2010","JUL",""
"2010","AUG","0.08"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","0.75"
"2010","DEC","3.47"
"2010","JAN","0.84"
"2010","FEB","0.00"
"2010","MAR","1.67"
"2010","APR","0.91"
"2010","MAY","0.82"
"2010","JUN","0.00"
"2010","JUL","0.01"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","2.49"
"2010","DEC","7.08"
"2010","JAN","2.45"
"2010","FEB","0.02"
"2010","MAR","7.09"
"2010","APR","3.88"
"2010","MAY","2.20"
"2010","JUN","0.10"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.04"
"2010","OCT","0.09"
"2010","NOV","1.66"
"2010","DEC","2.88"
"2010","JAN","1.32"
"2010","FEB","0.44"
"2010","MAR","6.66"
"2010","APR","3.93"
"2010","MAY","2.38"
"2010","JUN","0.15"
"2010","JUL","0.01"
"2010","AUG","0.04"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","2.00"
"2010","DEC","4.60"
"2010","JAN","1.37"
"2010","FEB","0.00"
"2010","MAR","4.58"
"2010","APR","3.89"
"2010","MAY","1.98"
"2010","JUN","0.10"
"2010","JUL","0.08"
"2010","AUG","0.02"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","2.91"
"2010","DEC","4.09"
"2010","JAN","0.81"
"2010","FEB","0.43"
"2010","MAR","3.57"
"2010","APR","4.43"
"2010","MAY","1.31"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.02"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","0.00"
"2010","DEC","6.22"
"2010","JAN","1.30"
"2010","FEB","0.72"
"2010","MAR","3.86"
"2010","APR","4.49"
"2010","MAY","0.87"
"2010","JUN","0.10"
"2010","JUL","0.01"
"2010","AUG","0.01"
"2010","SEP","0.02"
"2010","OCT","0.00"
"2010","NOV","1.07"
"2010","DEC","1.52"
"2010","JAN","0.24"
"2010","FEB","0.01"
"2010","MAR","1.57"
"2010","APR","2.61"
"2010","MAY","0.16"
"2010","JUN","0.02"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.01"
"2010","NOV","0.13"
"2010","DEC","7.57"
"2010","JAN","1.00"
"2010","FEB","0.64"
"2010","MAR","5.05"
"2010","APR","6.11"
"2010","MAY","1.33"
"2010","JUN","0.36"
"2010","JUL","0.31"
"2010","AUG","0.19"
"2010","SEP","0.14"
"2010","OCT","0.00"
"2010","NOV","3.32"
"2010","DEC","5.36"
"2010","JAN","0.84"
"2010","FEB","0.67"
"2010","MAR","4.19"
"2010","APR","5.18"
"2010","MAY","1.21"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","0.00"
"2010","DEC","5.62"
"2010","JAN","1.02"
"2010","FEB","0.96"
"2010","MAR","3.77"
"2010","APR","5.17"
"2010","MAY","1.06"
"2010","JUN","0.27"
"2010","JUL","0.03"
"2010","AUG","0.06"
"2010","SEP","0.00"
"2010","OCT","0.11"
"2010","NOV","3.05"
"2010","DEC","7.12"
"2010","JAN","0.97"
"2010","FEB","0.53"
"2010","MAR","5.16"
"2010","APR","5.61"
"2010","MAY","1.59"
"2010","JUN","0.08"
"2010","JUL","0.79"
"2010","AUG","0.01"
"2010","SEP","0.01"
"2010","OCT","0.00"
"2010","NOV","4.05"
"2010","DEC","3.59"
"2010","JAN","0.66"
"2010","FEB","0.34"
"2010","MAR","3.66"
"2010","APR","3.59"
"2010","MAY","0.69"
"2010","JUN","0.03"
"2010","JUL","0.00"
"2010","AUG","0.05"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","4.78"
"2010","DEC","7.36"
"2010","JAN","1.28"
"2010","FEB","0.49"
"2010","MAR","5.61"
"2010","APR","5.64"
"2010","MAY","1.71"
"2010","JUN","0.00"
"2010","JUL","0.01"
"2010","AUG","0.11"
"2010","SEP","0.01"
"2010","OCT","0.00"
"2010","NOV","0.00"
"2010","DEC","6.88"
"2010","JAN","1.27"
"2010","FEB","0.60"
"2010","MAR","3.77"
"2010","APR","4.96"
"2010","MAY","1.06"
"2010","JUN","0.07"
"2010","JUL","0.00"
"2010","AUG","0.01"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","0.00"
"2010","DEC","6.98"
"2010","JAN","1.45"
"2010","FEB","0.75"
"2010","MAR","4.16"
"2010","APR","4.20"
"2010","MAY","2.89"
"2010","JUN","0.02"
"2010","JUL","0.04"
"2010","AUG","0.02"
"2010","SEP","0.00"
"2010","OCT","0.18"
"2010","NOV","0.20"
"2010","DEC","2.49"
"2010","JAN","0.92"
"2010","FEB","0.09"
"2010","MAR","1.27"
"2010","APR","3.69"
"2010","MAY","0.11"
"2010","JUN","0.36"
"2010","JUL","0.24"
"2010","AUG","0.10"
"2010","SEP","0.17"
"2010","OCT","0.01"
"2010","NOV","3.26"
"2010","DEC","6.91"
"2010","JAN","1.36"
"2010","FEB","0.45"
"2010","MAR","5.61"
"2010","APR","5.42"
"2010","MAY","1.78"
"2010","JUN","0.22"
"2010","JUL","0.01"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.05"
"2010","NOV","0.05"
"2010","DEC","6.04"
"2010","JAN","1.14"
"2010","FEB","0.83"
"2010","MAR","4.71"
"2010","APR","4.85"
"2010","MAY","1.43"
"2010","JUN","0.76"
"2010","JUL","0.67"
"2010","AUG","0.08"
"2010","SEP","0.00"
"2010","OCT","0.20"
"2010","NOV","0.20"
"2010","DEC","3.20"
"2010","JAN","0.76"
"2010","FEB","0.31"
"2010","MAR","3.62"
"2010","APR","2.39"
"2010","MAY","0.73"
"2010","JUN","0.05"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.04"
"2010","NOV","0.00"
"2010","DEC","4.37"
"2010","JAN","0.92"
"2010","FEB","0.59"
"2010","MAR","3.94"
"2010","APR","4.67"
"2010","MAY","1.12"
"2010","JUN","0.19"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.08"
"2010","NOV","0.04"
"2010","DEC","2.46"
"2010","JAN","0.61"
"2010","FEB","0.57"
"2010","MAR","2.78"
"2010","APR","1.96"
"2010","MAY","0.39"
"2010","JUN","0.13"
"2010","JUL","0.09"
"2010","AUG","0.02"
"2010","SEP","0.07"
"2010","OCT","0.07"
"2010","NOV","0.00"
"2010","DEC","2.66"
"2010","JAN","0.53"
"2010","FEB","0.20"
"2010","MAR","2.26"
"2010","APR","3.28"
"2010","MAY","0.47"
"2010","JUN","0.06"
"2010","JUL","0.04"
"2010","AUG","0.04"
"2010","SEP","0.03"
"2010","OCT","0.00"
"2010","NOV","2.13"
"2010","DEC","2.60"
"2010","JAN","0.64"
"2010","FEB","0.36"
"2010","MAR","3.59"
"2010","APR","4.23"
"2010","MAY","1.07"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.01"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","1.07"
"2010","DEC","1.52"
"2010","JAN","0.24"
"2010","FEB","0.01"
"2010","MAR","1.57"
"2010","APR","2.61"
"2010","MAY","0.16"
"2010","JUN","0.02"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","0.52"
"2010","DEC","1.65"
"2010","JAN","0.41"
"2010","FEB","0.02"
"2010","MAR","1.92"
"2010","APR","0.68"
"2010","MAY","0.23"
"2010","JUN","0.00"
"2010","JUL","0.01"
"2010","AUG","0.01"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","0.72"
"2010","DEC","2.16"
"2010","JAN","0.66"
"2010","FEB","0.00"
"2010","MAR","2.10"
"2010","APR","1.65"
"2010","MAY","0.12"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","0.67"
"2010","DEC","1.64"
"2010","JAN","0.81"
"2010","FEB","0.00"
"2010","MAR","2.23"
"2010","APR","1.15"
"2010","MAY","0.11"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","1.31"
"2010","DEC","2.43"
"2010","JAN","0.53"
"2010","FEB","0.33"
"2010","MAR","2.56"
"2010","APR","3.02"
"2010","MAY","0.64"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.02"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","1.01"
"2010","DEC","2.35"
"2010","JAN","0.49"
"2010","FEB","0.19"
"2010","MAR","2.32"
"2010","APR","2.15"
"2010","MAY","0.46"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","1.40"
"2010","DEC","1.96"
"2010","JAN","0.41"
"2010","FEB","0.01"
"2010","MAR","2.20"
"2010","APR","1.69"
"2010","MAY","0.36"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","2.48"
"2010","DEC","1.77"
"2010","JAN","0.29"
"2010","FEB","0.00"
"2010","MAR","1.85"
"2010","APR","1.57"
"2010","MAY","0.19"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.01"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","3.09"
"2010","DEC","17.87"
"2010","JAN","2.31"
"2010","FEB","0.00"
"2010","MAR","7.98"
"2010","APR","4.63"
"2010","MAY","1.45"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.01"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","1.52"
"2010","DEC","7.19"
"2010","JAN","0.48"
"2010","FEB","0.06"
"2010","MAR","8.13"
"2010","APR","3.58"
"2010","MAY","0.07"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.01"
"2010","SEP","0.00"
"2010","OCT",""
"2010","NOV",""
"2010","DEC","3.88"
"2010","JAN","0.95"
"2010","FEB","0.01"
"2010","MAR","2.53"
"2010","APR","1.34"
"2010","MAY","0.61"
"2010","JUN","0.01"
"2010","JUL","0.01"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","2.64"
"2010","DEC","6.45"
"2010","JAN","0.53"
"2010","FEB","0.04"
"2010","MAR","8.05"
"2010","APR","5.50"
"2010","MAY","0.20"
"2010","JUN","0.01"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","1.43"
"2010","DEC","6.19"
"2010","JAN","0.61"
"2010","FEB","0.03"
"2010","MAR","2.99"
"2010","APR","1.80"
"2010","MAY","0.20"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.02"
"2010","SEP","0.01"
"2010","OCT","0.00"
"2010","NOV","1.51"
"2010","DEC","4.50"
"2010","JAN","0.60"
"2010","FEB","0.00"
"2010","MAR","3.23"
"2010","APR","1.50"
"2010","MAY","0.03"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.10"
"2010","SEP","0.00"
"2010","OCT",""
"2010","NOV",""
"2010","DEC",""
"2010","JAN",""
"2010","FEB",""
"2010","MAR",""
"2010","APR",""
"2010","MAY",""
"2010","JUN",""
"2010","JUL",""
"2010","AUG",""
"2010","SEP",""
"2010","OCT","0.00"
"2010","NOV","1.46"
"2010","DEC","4.29"
"2010","JAN","0.55"
"2010","FEB","0.03"
"2010","MAR","3.09"
"2010","APR","2.06"
"2010","MAY","0.05"
"2010","JUN","0.04"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","1.64"
"2010","DEC","4.22"
"2010","JAN","0.75"
"2010","FEB","0.02"
"2010","MAR","5.96"
"2010","APR","2.87"
"2010","MAY","0.43"
"2010","JUN","0.04"
"2010","JUL","0.00"
"2010","AUG","0.04"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","1.67"
"2010","DEC","12.25"
"2010","JAN","3.20"
"2010","FEB","0.00"
"2010","MAR","4.24"
"2010","APR","3.24"
"2010","MAY","1.63"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.01"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","1.98"
"2010","DEC","2.18"
"2010","JAN","0.63"
"2010","FEB","0.00"
"2010","MAR","3.81"
"2010","APR","1.79"
"2010","MAY","0.14"
"2010","JUN","0.08"
"2010","JUL","0.00"
"2010","AUG","0.05"
"2010","SEP","0.00"
"2010","OCT",""
"2010","NOV",""
"2010","DEC","5.22"
"2010","JAN","1.13"
"2010","FEB","0.02"
"2010","MAR","3.37"
"2010","APR","1.47"
"2010","MAY","0.28"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.01"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","0.56"
"2010","DEC","10.08"
"2010","JAN","1.93"
"2010","FEB","0.00"
"2010","MAR","3.75"
"2010","APR","3.01"
"2010","MAY","0.82"
"2010","JUN","0.03"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","3.20"
"2010","DEC","4.77"
"2010","JAN","0.29"
"2010","FEB","0.20"
"2010","MAR","4.02"
"2010","APR","3.01"
"2010","MAY","0.07"
"2010","JUN","0.00"
"2010","JUL","0.01"
"2010","AUG","0.19"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","2.12"
"2010","DEC","4.84"
"2010","JAN","0.32"
"2010","FEB","0.04"
"2010","MAR","4.34"
"2010","APR","3.02"
"2010","MAY","0.14"
"2010","JUN","0.00"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","6.03"
"2010","DEC","7.18"
"2010","JAN","0.82"
"2010","FEB","2.01"
"2010","MAR","9.96"
"2010","APR","4.74"
"2010","MAY","0.78"
"2010","JUN","0.13"
"2010","JUL","0.00"
"2010","AUG","0.09"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","4.46"
"2010","DEC","4.02"
"2010","JAN","0.25"
"2010","FEB","0.87"
"2010","MAR","5.16"
"2010","APR","4.28"
"2010","MAY","0.05"
"2010","JUN","0.11"
"2010","JUL","0.00"
"2010","AUG","0.01"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","2.27"
"2010","DEC","4.27"
"2010","JAN","0.25"
"2010","FEB","0.26"
"2010","MAR","3.14"
"2010","APR","2.25"
"2010","MAY","0.04"
"2010","JUN","0.05"
"2010","JUL","0.00"
"2010","AUG","0.00"
"2010","SEP","0.00"
"2010","OCT","0.00"
"2010","NOV","7.94"
"2010","DEC","4.99"
"2010","JAN","0.70"
