Year,ID,Location,Station,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP
2010,PRDC1,PARADISE,SACRAMENTO...YUBA...FEATHER...AMERICAN,2.7,1.89,7.26,18.49,8.58,4.39,10.86,2.28,0.12,0,0.13,0.07
2010,PRPC1,PIT RIVER PH5,SACRAMENTO...YUBA...FEATHER...AMERICAN,9.43,3.82,7.74,19.94,11.12,10.86,9.93,4.05,1.98,0,0.65,0.73
2010,PTRC1,PIT RIVER PH1,SACRAMENTO...YUBA...FEATHER...AMERICAN,1.1,1.33,1.56,3.08,1.37,1.75,1.95,1.34,0.68,0,0.84,
2010,QCYC1,QUINCY,SACRAMENTO...YUBA...FEATHER...AMERICAN,3.68,1.93,4.39,9.67,4.76,4.82,5.49,2.77,0.02,0,0.03,0
2010,RBL,RED BLUFF AP,SACRAMENTO...YUBA...FEATHER...AMERICAN,2.23,0.88,2.74,7.79,4.73,0.87,3.6,1.1,0.06,0,0,0.18
2010,ROMC1,ROUND MOUNTAIN,SACRAMENTO...YUBA...FEATHER...AMERICAN,4.14,2.79,5.98,,7.81,5.27,,,,,,
2010,SAC,SACRAMENTO AP,SACRAMENTO...YUBA...FEATHER...AMERICAN,3.24,0.26,3.64,4.79,2.29,2.98,2.65,,0,0,,
2010,SERC1,SIERRAVILLE,SACRAMENTO...YUBA...FEATHER...AMERICAN,2.75,0.64,3.82,3.53,2.04,3.48,3.16,1.04,0.31,0.13,0,0
2010,SHDC1,SHASTA DAM,SACRAMENTO...YUBA...FEATHER...AMERICAN,8.13,1.36,6.62,21.78,12.02,5.24,10.39,3.8,0.54,0,0.29,0.48
2010,SLPC1,SLY PARK,SACRAMENTO...YUBA...FEATHER...AMERICAN,3.19,1.79,9.4,8.71,4.98,6.72,6.16,6.54,0.04,0,0,
2010,SMTC1,SACRAMENTO 5 ESE,SACRAMENTO...YUBA...FEATHER...AMERICAN,3.42,0.36,3.16,4.75,2.28,1.95,2.6,0.84,0,0,0,0.05
2010,SODC1,SODA SPRINGS,SACRAMENTO...YUBA...FEATHER...AMERICAN,5.08,2.68,8.98,12.32,6.73,9.02,9.53,5.16,1.02,0.04,0.28,0.12
2010,STOC1,STONY GORGE,SACRAMENTO...YUBA...FEATHER...AMERICAN,2.56,0.69,2.87,9.26,3.95,1.03,4.01,0.68,0.02,0,0.02,0.31
2010,STYC1,STRAWBERRY VALLEY,SACRAMENTO...YUBA...FEATHER...AMERICAN,6.1,3.9,9.04,20.47,9.6,8.56,13.02,5.72,0.46,0,0.3,0.03
2010,TWLC1,CAPLES LAKE,SACRAMENTO...YUBA...FEATHER...AMERICAN,5.44,1.83,4.95,7.84,4.67,4.38,6.66,3.53,0.16,0.36,,
2010,VOLC1,VOLTA PH,SACRAMENTO...YUBA...FEATHER...AMERICAN,1.78,2.35,4.36,7.69,6.27,3.44,4.39,1.66,0.42,0.09,0.5,0.83
2010,VTNC1,VINTON,SACRAMENTO...YUBA...FEATHER...AMERICAN,1.27,0.57,2.16,2.18,2.5,1.21,1.45,0.86,0.1,0.3,0.15,0
2010,WDDC1,WOODLAND,SACRAMENTO...YUBA...FEATHER...AMERICAN,3.83,0.43,2.2,7.43,3.29,1.79,3.47,0.68,0,,0,0.53
2010,WSKC1,WHISKEYTOWN RES,SACRAMENTO...YUBA...FEATHER...AMERICAN,9.53,1.61,7.29,22.46,14.48,4.69,10.97,6.1,0.96,,,0.68
2010,ABYC1,AUBERRY,SAN JOAQUIN,2.33,0.31,4.83,6.44,5.19,2.52,4.45,0.6,0,0,,0
2010,ARNC1,CALAVERAS BIG TREES,SAN JOAQUIN,5.84,1.28,8.19,10.2,8.22,3.99,9.71,4.85,0,0,0.02,0
2010,BCRC1,BIG CREEK PH #1,SAN JOAQUIN,5.64,0.36,,6.79,6.36,2.8,4.95,1.02,,0,,0
2010,CHVC1,CHERRY VALLEY,SAN JOAQUIN,6.11,0.96,9.51,9.12,7.39,5.68,7.92,3.15,0.01,0,0,0.01
2010,CMPC1,CAMP PARDEE,SAN JOAQUIN,1.55,0.57,3.73,5.68,2.97,2.52,4.8,1.52,0.03,0,0,0
2010,EXQC1,EXCHEQUER DAM,SAN JOAQUIN,1.93,0.53,4.55,5.44,3.68,2.08,5.84,0.53,0.03,0,,
2010,FDDC1,FIDDLETOWN DEXTER RANCH,SAN JOAQUIN,2.75,1.47,6.47,7.44,4.21,5.99,6.57,4.13,0.01,0,0,0
2010,FLOC1,FLORENCE LAKE,SAN JOAQUIN,3.66,0.63,,2.41,2.51,1.19,1.85,1.01,,,,0
2010,FRAC1,FRIANT GOVERNMENT CAMP,SAN JOAQUIN,1.52,0.16,3.34,2.83,3.57,1.31,2.79,0.31,0,0,0,0
2010,GRVC1,GROVELAND RS,SAN JOAQUIN,,,8.46,,,,,2.2,0,0,,
2010,HETC1,HETCH HETCHY,SAN JOAQUIN,3.45,0.82,5.68,6.37,5.9,4.61,6.25,3.16,0,0,0.1,0
2010,HNTC1,HUNTINGTON LAKE,SAN JOAQUIN,6.12,0.08,6.24,9.4,8.08,5.32,8.2,2.28,,0,,0
2010,LOSC1,LOS BANOS,SAN JOAQUIN,1.3,0.34,1.68,2.62,2.06,0.62,2.59,0.18,0.04,0,0,0
2010,MATC1,MATHER,SAN JOAQUIN,4.48,1.16,5.99,6.85,6.09,4.67,6.35,2.32,0,,0,
2010,MCEC1,MERCED,SAN JOAQUIN,1.71,0.17,2.77,3.18,2.94,0.77,3.67,0.47,0,0,0,0
2010,MDRC1,MADERA,SAN JOAQUIN,0.9,0.15,2.12,2.48,3.26,2.04,2.69,0.15,0,0,0,0
2010,MOD,MODESTO AP,SAN JOAQUIN,1.6,0.17,1.59,3.71,2.86,1.25,2.35,0.84,0.02,0,0,0
2010,MRIC1,MARIPOSA RS,SAN JOAQUIN,7.26,0.57,6.79,6.84,4.93,3.49,4.76,1.14,0,0.01,0,0
2010,NMDC1,NEW MELONES DAM HQ,SAN JOAQUIN,2.35,0.89,4.61,8.01,5.4,3.57,6.16,2.19,0,0,0,0
2010,NOFC1,NORTH FORK RS,SAN JOAQUIN,6.59,0.32,7.57,7.95,7.5,3.68,7.6,0.94,0,0,0,0
2010,PANC1,PANOCHE 2W,SAN JOAQUIN,1.51,0.14,1.53,4.36,2.44,0.55,2.17,0.2,0,0,0,0
2010,SCKC1,STOCKTON FIRE STA 4,SAN JOAQUIN,2.22,0.12,1.6,2.62,2.9,1.54,2.77,,0,,0,
2010,SONC1,SONORA,SAN JOAQUIN,2.88,1.32,5.47,6.43,5.15,3.66,5.76,1.73,0.11,0,0,0
2010,SPGC1,SALT SPRINGS PH,SAN JOAQUIN,4.69,1.33,6.22,5.78,5.06,5.67,7.66,5.7,0.06,0.01,0.04,
2010,TIGC1,TIGER CREEK PH,SAN JOAQUIN,4.06,1.2,8.03,8.74,5.08,4.84,8.26,4.1,0.03,0,0,
2010,TRAC1,TRACY CARBONA,SAN JOAQUIN,1.5,0.07,,4.13,1.81,1.24,1.28,0.27,0,0,0,0
2010,WSTC1,WEST POINT,SAN JOAQUIN,4.03,1.29,6.91,9.02,5.46,4.74,8.52,3.97,0.08,,0,0
2010,YNPC1,SOUTH ENTRANCE YOSEMITE,SAN JOAQUIN,6.42,0.4,6.83,6.96,6.71,3.39,6.98,2.31,0,0,0,0
2010,YPQC1,YOSEMITE PARK HEADQUARTER,SAN JOAQUIN,5.87,0.6,8.64,9.31,6.54,2.79,7.46,1.56,0,0,0,0
2010,ASHC1,ASH MOUNTAIN,KERN...TULE...KAWEAH...KINGS,3.8,0.22,5.72,5.85,5.98,3.07,5.61,0.5,0,0,0,0
2010,ATWC1,ATWELL CAMP,KERN...TULE...KAWEAH...KINGS,0,0.14,6.62,5.82,9.32,4.23,7.14,1.62,0.61,,0,
2010,BFL,BAKERSFIELD,KERN...TULE...KAWEAH...KINGS,0.08,0.1,1.66,1.82,1.77,0.25,1.14,0.27,0,0,0,0
2010,BTPC1,BEAR TRAP MEADOW,KERN...TULE...KAWEAH...KINGS,,0.12,9.83,9.51,11.01,4.2,9.44,1.17,0.22,0.01,0,
2010,DNPC1,BALCH PH,KERN...TULE...KAWEAH...KINGS,6.37,0.18,6.96,8.58,8.49,2.86,5.95,0.95,0,0,0,0
2010,EGCC1,EAGLE CREEK,KERN...TULE...KAWEAH...KINGS,3.93,0.83,8.43,6.94,9.82,4.72,,1.92,0.21,0.01,0.1,
2010,GNFC1,GIANT FOREST,KERN...TULE...KAWEAH...KINGS,,,,6,9.2,5.3,11.1,2.2,0.4,0.2,0.1,
2010,GNNC1,GLENNVILLE,KERN...TULE...KAWEAH...KINGS,1.36,0.98,4.42,3.61,5.18,1.57,3.98,0.43,0.03,0,0,0
2010,GRGC1,GRANT GROVE,KERN...TULE...KAWEAH...KINGS,7.88,0.49,8.86,11.01,5.94,4.89,10.72,1.59,0,0.02,0.02,0
2010,HCKC1,HOCKETT MEADOW,KERN...TULE...KAWEAH...KINGS,6.83,0,,7.51,2.11,0.9,6.33,4.41,1.01,0.25,,
2010,HSSC1,HOSSACK,KERN...TULE...KAWEAH...KINGS,0,0.44,10.22,8.21,11.5,5.63,9.22,2.32,0.22,0.01,0.1,
2010,ISAC1,LAKE ISABELLA DAM,KERN...TULE...KAWEAH...KINGS,0.31,0.12,4.32,3.35,2.96,0.66,1.09,0.11,0,0,0,
2010,KVLC1,KERN RIVER PH #3,KERN...TULE...KAWEAH...KINGS,0.78,0,,3.78,3.03,0.66,,0.11,0,0,0,0
2010,LDGC1,LODGEPOLE,KERN...TULE...KAWEAH...KINGS,8.05,0.59,10.23,8,8.71,4.45,9.26,2.15,0,0.41,0,0
2010,MNHC1,MOUNTAIN HOME,KERN...TULE...KAWEAH...KINGS,,1.21,8.23,7.6,10.9,5.3,8.01,1.33,0.51,0,0.2,
2010,PFTC1,PINE FLAT DAM,KERN...TULE...KAWEAH...KINGS,3.35,0.18,4.87,4.52,3.86,1.65,4.04,0.31,0,0,0,0
2010,RGCC1,ROGERS CAMP,KERN...TULE...KAWEAH...KINGS,,0.33,8.4,6.21,8.82,3.73,7.93,1.44,0.31,0.11,0.1,
2010,SCSC1,LAKE SUCCESS DAM,KERN...TULE...KAWEAH...KINGS,1.02,0.14,2.82,2.67,3.54,1.25,3.04,0.11,0,0,0,
2010,TMDC1,TERMINUS DAM,KERN...TULE...KAWEAH...KINGS,1.5,0.1,3.23,3.71,5.11,1.09,3.53,0.22,0,0,0,
2010,TREC1,THREE RIVER EDISON PH #1,KERN...TULE...KAWEAH...KINGS,3.01,0.33,4.75,4.8,6.34,2.75,5.28,0.21,0,0.02,0,0
2010,CNGC1,COALINGA,TULARE-BUENA VISTA LAKES,0.56,0.21,1.68,1.72,1.66,0.31,1.82,0,0,0,0,0
2010,FAT,FRESNO AIR TERMINAL,TULARE-BUENA VISTA LAKES,1.39,0.2,2.41,2.05,2.95,0.96,2.19,0.21,0,0,0,0
2010,HJO,HANFORD,TULARE-BUENA VISTA LAKES,1.31,0.23,1.3,2.33,1.99,0.31,1.63,0.32,0,0,0,0
2010,LEMC1,LEMON COVE,TULARE-BUENA VISTA LAKES,1.16,0.14,2.69,3.4,4.04,0.92,3.82,0.16,0,0,0,0
2010,LINC1,LINDSAY,TULARE-BUENA VISTA LAKES,0.89,0.04,2.5,3.24,2.56,0.62,2.76,0.19,0,0.08,0,0
2010,PRTC1,PORTERVILLE,TULARE-BUENA VISTA LAKES,,,,,,,,,,,,
2010,VISC1,VISALIA,TULARE-BUENA VISTA LAKES,1.47,0.17,1.72,2.04,2.65,0.67,2.06,0.28,0,0,0,0
2010,WASC1,WASCO,TULARE-BUENA VISTA LAKES,0,,,,0.82,0.12,0.45,0.02,0,0,,0
2010,BISC1,BIG SUR STATE PARK,CENTRAL CALIFORNIA COASTAL,9.88,0.26,4.2,12.17,9.4,3.86,7.49,1.71,0,0,0,
2010,CCHC1,CACHUMA DAM,CENTRAL CALIFORNIA COASTAL,2.2,0,3,10.34,4.92,0.26,3.15,0.05,0,0,0,0
2010,HOLC1,HOLLISTER,CENTRAL CALIFORNIA COASTAL,2.34,0.04,1.9,4.61,3.28,2.5,4.62,0.57,0,,,
2010,JNLC1,JUNCAL DAM,CENTRAL CALIFORNIA COASTAL,6.96,0,5.18,9.79,6.16,0.48,3.96,0.13,0,0.02,0,0
2010,KICC1,KING CITY,CENTRAL CALIFORNIA COASTAL,2.46,0.09,1.39,4.62,2.72,0.65,1.89,0.12,0.01,0,0,0
2010,LSLC1,LOS ALAMOS,CENTRAL CALIFORNIA COASTAL,,,,,,,,,,,,
2010,PRB,PASO ROBLES,CENTRAL CALIFORNIA COASTAL,1.83,0.01,2.2,4.47,2.69,0.22,1.65,0.06,0,0.02,0,0
2010,PRSC1,PRIEST VALLEY,CENTRAL CALIFORNIA COASTAL,,,4.04,8.48,5.4,,3.92,0.26,,0,,
2010,SAEC1,SAN CLEMENTE DAM,CENTRAL CALIFORNIA COASTAL,5.11,0.22,2.37,7.96,4.25,2.59,4.45,0.5,0,,,
2010,SBA,SANTA BARBARA,CENTRAL CALIFORNIA COASTAL,3.63,0,3.44,6.01,4.56,0.65,2.35,0.15,0.01,0.01,0,0
2010,SBPC1,SAN LUIS OBISPO,CENTRAL CALIFORNIA COASTAL,6.14,0,3.4,6.11,4.45,1.32,2.41,0.16,0,0.04,0,0
2010,SCRC1,SANTA CRUZ,CENTRAL CALIFORNIA COASTAL,4.08,0.19,4.06,8.19,5.78,3.17,4.49,0.74,0,0.02,0.03,0.01
2010,SMX,SANTA MARIA,CENTRAL CALIFORNIA COASTAL,1.57,0,2.53,5.78,2.79,0.57,2.15,0.18,0,0.03,0.01,0
2010,SNSC1,SALINAS NO. 2,CENTRAL CALIFORNIA COASTAL,2.02,0.25,1.9,4.48,3.7,2.71,3.33,0.86,0.01,,,
2010,WVIC1,WATSONVILLE WATERWORKS,CENTRAL CALIFORNIA COASTAL,5.31,0.09,3.65,6.12,5.27,2.33,4.19,0.49,0.02,0.01,0.09,0
2010,BBLC1,BIG BEAR LAKE F.S.,SOUTHERN CALIFORNIA COASTAL,0.35,1.48,6.58,14.24,2.02,0.11,0.92,0.4,0,0.8,0.21,0.12
2010,CQT,DOWNTOWN LA,SOUTHERN CALIFORNIA COASTAL,2.07,0.01,2.89,4.94,4.27,0.48,1.65,0.05,0,0,0,0
2010,CUYC1,CUYAMACA,SOUTHERN CALIFORNIA COASTAL,0.23,1.26,9.72,10.06,8.84,2.83,5.77,0,0,0.1,0,0.04
2010,ELPC1,EL CAPITAN DAM,SOUTHERN CALIFORNIA COASTAL,0.09,0.91,4.74,6.56,4.63,1.03,3.02,0.02,,0.04,0,
2010,EORC1,ELSINORE,SOUTHERN CALIFORNIA COASTAL,0,0.07,3.69,8.88,,0.44,1.23,0.02,0,0,0,0
2010,HENC1,HENSHAW DAM,SOUTHERN CALIFORNIA COASTAL,0.2,1.17,7.25,11.59,6.89,1.39,3.41,0.08,0,0.43,0,0
2010,LAGC1,LAGUNA BEACH,SOUTHERN CALIFORNIA COASTAL,,,,,2.84,0.15,0.99,0.03,0.04,,,
2010,LAX,""LA INT'L AIRPORT"",SOUTHERN CALIFORNIA COASTAL,1.31,0,2.05,4.3,3.23,0.21,1.25,0.08,0,0,0,0
2010,LGB,LONG BEACH,SOUTHERN CALIFORNIA COASTAL,0.59,0,2.46,6.89,4.64,0.25,0.77,0.05,0.01,0,0,0
2010,LOX,OXNARD,SOUTHERN CALIFORNIA COASTAL,1.36,0,2.64,6.01,4.08,0.37,1.28,0.17,0.01,0.03,0,0
2010,OJAC1,OJAI,SOUTHERN CALIFORNIA COASTAL,4.45,0.02,3.61,6.71,4.44,0.35,2.38,0.16,0,0.01,0,0
2010,MWS,MOUNT WILSON,SOUTHERN CALIFORNIA COASTAL,3.88,0.01,4.87,6.62,8.77,0.43,2,0.04,0,0,0,0
2010,OCNC1,OCEANSIDE MARINA,SOUTHERN CALIFORNIA COASTAL,,0.25,1.7,4.1,1.45,0.45,1.84,0,0.01,0.01,0,0
2010,SAN,LINDBERGH FIELD,SOUTHERN CALIFORNIA COASTAL,0,0.12,2.28,3.38,2.28,0.68,1.78,0.01,0.02,0.02,0,0.03
2010,SPLC1,SANTA PAULA,SOUTHERN CALIFORNIA COASTAL,,,,,,,,,,,,
2010,STAC1,SANTA ANA FS,SOUTHERN CALIFORNIA COASTAL,0.62,0,3.39,6.01,4.21,0.26,1.25,0,0,0.02,0,0
2010,CEDC1,CEDARVILLE,NORTH AND CENTRAL LAHONTAN,0.65,1.14,1,1.66,0.21,1.19,1.25,1.35,0.56,0.28,0.63,0.41
2010,DOLC1,DOYLE 4SSE,NORTH AND CENTRAL LAHONTAN,2.53,0.4,1.42,1.62,0.91,1.24,1.9,0.77,0.05,0,0.24,
2010,DOYC1,DOYLE,NORTH AND CENTRAL LAHONTAN,1.51,0.4,1.96,1.91,1.08,0.9,1.61,0.57,0,0,0.38,0
2010,FOBC1,FORT BIDWELL,NORTH AND CENTRAL LAHONTAN,1.12,0.95,1.66,1.94,0.49,2.61,1.74,1.48,1.08,0,0,0.42
2010,FRNN2,FERNLEY,NORTH AND CENTRAL LAHONTAN,,,,,,,,,,,,
2010,JESC1,JESS VALLEY,NORTH AND CENTRAL LAHONTAN,1.14,1.8,1.35,1.27,0.5,1.82,2.75,2.51,1.05,0,0.99,0.54
2010,Q63,SUTCLIFFE-PYRAMID LK,NORTH AND CENTRAL LAHONTAN,0.86,0.22,1,0.92,1.01,0.47,0.98,0.36,0.08,0.35,0.01,0
2010,SNVC1,SUSANVILLE,NORTH AND CENTRAL LAHONTAN,2.59,1.4,2.49,,,,,,0,0,0,0
2010,STDN2,STEAD,NORTH AND CENTRAL LAHONTAN,1.97,0.2,,1.47,1.73,0.79,0.93,0.1,0.02,0.44,0.05,0
2010,SVEC1,SUSANVILLE 1 WNW,NORTH AND CENTRAL LAHONTAN,2.59,1.4,2.49,,,,,,0,0,0,0
2010,WAWN2,WADSWORTH 4N,NORTH AND CENTRAL LAHONTAN,1.1,,1.3,,1,,,0.8,0,0,0,0
2010,WTNN2,WELLINGTON,NORTH AND CENTRAL LAHONTAN,1.92,0.4,0.83,1.36,1.52,0.06,1.32,0.6,0,0.51,0.03,0
2010,BDEC1,BODIE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,1.13,0.17,0.9,1.23,1.69,0.46,1.53,0.32,0,1.21,0,0
2010,BOCC1,BOCA RESERVOIR,LAKE TAHOE...TRUCKEE...CARSON...WALKER,2.08,0.85,3.74,3.87,2.46,2.37,3.11,0.94,0.19,0.08,0.5,0.05
2010,BPTC1,BRIDGEPORT,LAKE TAHOE...TRUCKEE...CARSON...WALKER,,0.58,1.83,2.18,2.09,0.55,0.99,0.27,0,0.68,0.05,0
2010,CRCN2,CARSON CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,1.67,0.15,1.26,1.56,1.67,0.46,0.34,0.19,0,0.41,0.12,0
2010,DAGN2,DAGGET PASS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,2.05,0.71,2.62,2.82,2.73,1.09,2.21,1.31,0.03,0.46,0,0
2010,DONC1,DONNER MEM SP,LAKE TAHOE...TRUCKEE...CARSON...WALKER,4.1,1.63,7.6,7.39,3.77,5.83,5.58,,,,,
2010,FEXN2,FALLON EXPER STATION,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.55,0.25,0.61,0.96,1.72,0.09,0.88,0.14,,,,
2010,GLBN2,GLENBROOK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,2.05,0.79,2.89,3.12,1.75,2.12,2.22,0.97,0.02,0,0.85,0
2010,HTHN2,HAWTHORNE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,1,0.3,0.54,0.35,0.58,0,0.51,0.26,0,0.09,0,0
2010,MINN2,MINDEN,LAKE TAHOE...TRUCKEE...CARSON...WALKER,2.26,0.13,1.34,2.42,1.52,0.27,1.09,0.26,0,0.56,0.06,0
2010,RNO,RENO,LAKE TAHOE...TRUCKEE...CARSON...WALKER,1.5,0.24,1.79,0.95,2.18,0.18,0.68,0.3,0,0.34,0.13,0
2010,SMIN2,SMITH 6N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,1.89,0.36,0.56,1.18,1.25,0.04,0.55,0.19,0,0.13,0,0
2010,SRKN2,SPARKS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,1.67,0.31,,1.03,2.06,0.18,1.12,0.3,0.11,1.1,0.11,0
2010,TAHC1,TAHOE CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,3.6,0.83,4.07,7.68,2.86,4.03,4.03,1.55,0.44,0,0.28,0.02
2010,TKEC1,TRUCKEE RS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,,1.1,5.7,4.8,2.7,3.6,3.9,0.8,0.4,0.03,0.05,0.06
2010,TPLN2,TOPAZ LAKE 4N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.53,,0.34,0.27,,0,,0,0,0,,
2010,VRCN2,VIRGINIA CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,1.88,0.31,,0.88,1.75,0.65,,,0,0,,0
2010,WABN2,WABUSKA 6SE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,1.34,0.33,0.55,0.5,2.31,0.17,0.64,0.21,0,,0,0
2010,YRGN2,YERINGTON,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.9,0.42,0.34,0.2,1.04,0.08,0.75,0,0,0,0,0
2010,BARC1,BARSTOW,MOJAVE...MONO LAKE...SALTON SEA,0,0.01,0.46,2.69,1.71,0.22,0.64,0,0,0,1.01,0
2010,BEAN2,BEATTY 8N,MOJAVE...MONO LAKE...SALTON SEA,,,,,,,,,,,,
2010,BIH,BISHOP AP,MOJAVE...MONO LAKE...SALTON SEA,1.63,0,0.96,1.29,0.39,0,0.39,0,0,0.07,0.09,0
2010,DEVC1,DEATH VALLEY,MOJAVE...MONO LAKE...SALTON SEA,0,0.03,0.04,1.56,1.53,0.02,0.09,0,0,0.01,0,0
2010,ELLC1,ELLERY LAKE,MOJAVE...MONO LAKE...SALTON SEA,2.88,0.51,2.56,3.51,3.27,1.4,2.56,0.8,0,0.6,0,0
2010,FMTC1,FAIRMONT,MOJAVE...MONO LAKE...SALTON SEA,1.31,0,3.36,7.31,3.75,0.5,2.41,0.09,0,0.01,0,0
2010,GEMC1,GEM LAKE,MOJAVE...MONO LAKE...SALTON SEA,2.36,0.43,2.44,4.45,3.27,,2.68,,,,,0
2010,HEEC1,HAIWEE,MOJAVE...MONO LAKE...SALTON SEA,0.23,0,1.44,4,1.93,0,0.34,0.12,0,0.02,0.06,0
2010,INDC1,INDEPENDENCE,MOJAVE...MONO LAKE...SALTON SEA,1.38,0,1.55,1.22,0.86,0,0.32,0,0,0,0,0
2010,IPL,IMPERIAL,MOJAVE...MONO LAKE...SALTON SEA,0,0,0.34,2.09,0.55,0.66,0.1,0,0,0.02,0.16,0.06
2010,LASC1,LAKE SABRINA,MOJAVE...MONO LAKE...SALTON SEA,3.19,1.77,2.05,2.09,1.4,,1.42,,,,,0
2010,LEVC1,LEE VINING,MOJAVE...MONO LAKE...SALTON SEA,2.52,0.62,1.76,3.83,3.26,0.73,1.77,0.3,0,0.37,0,0
2010,LKAC1,LAKE ARROWHEAD F.S.,MOJAVE...MONO LAKE...SALTON SEA,,,7.03,,,0.59,,,,,,
2010,MOJC1,MOJAVE,MOJAVE...MONO LAKE...SALTON SEA,0,0,0.57,1.57,,0.11,0,0,0,,,
2010,NID,CHINA LAKE ARMITAGE,MOJAVE...MONO LAKE...SALTON SEA,,,,1.61,,,0.08,0.09,,0.01,,0
2010,NLDC1,NILAND,MOJAVE...MONO LAKE...SALTON SEA,0,0,,,,1.29,,0,0,0,,
2010,PMD,PALMDALE,MOJAVE...MONO LAKE...SALTON SEA,0,0,0.87,2.84,1.93,0.29,0.65,0,0,0.04,0,0
2010,PSP,PALM SPRINGS,MOJAVE...MONO LAKE...SALTON SEA,0,0.05,1.26,4.91,0.75,0,0.08,0,0,0,0,0.11
2010,RANC1,KERN COUNTY FD,MOJAVE...MONO LAKE...SALTON SEA,0,0.1,1.07,4.61,1.94,0.05,0.71,0,0,,,
2010,SOUC1,SOUTH LAKE,MOJAVE...MONO LAKE...SALTON SEA,2.72,1.5,2.56,3.62,1.65,0.17,7.92,,,,,0
2010,TYEC1,TWENTYNINE PALMS,MOJAVE...MONO LAKE...SALTON SEA,0,0.05,0.71,,0.34,0.8,0.02,0.02,0,,,
2010,B23,BATTLE MOUNTAIN,HUMBOLDT,0.61,0.05,0.69,0.62,0.11,0.7,1.07,2.07,0.1,0.06,0,0.51
2010,BOWN2,BEOWAWE,HUMBOLDT,0.68,0.1,1.17,0.7,0.34,0.92,1.53,1.45,0.18,0.1,0,0.71
2010,EKO,ELKO,HUMBOLDT,0.45,0.01,1.39,0.6,0.57,0.89,1.89,0.73,0.1,0.23,0.01,0.99
2010,GIBN2,GIBBS RANCH,HUMBOLDT,1.29,0,1.37,0.98,0.78,0.26,1.46,0.98,0.2,0.39,0,
2010,GOLN2,GOLCONDA,HUMBOLDT,,,,,,,,,,,,
2010,IMLN2,IMLAY,HUMBOLDT,0.21,0.23,0.77,1.31,0.59,0.84,2.36,1.58,0.14,0.27,0.16,0.33
2010,JIGN2,JIGGS 8SSE,HUMBOLDT,,0.68,0.96,0.61,0.45,1.73,1.33,3.69,,,,
2010,LOVN2,LOVELOCK,HUMBOLDT,0.41,0.14,0.89,1.15,0.2,0.1,1.5,1.3,0.13,0.03,0.16,0.02
2010,PRDN2,PARADISE VALLEY,HUMBOLDT,0.85,0.31,1.32,2.41,0.89,0.86,1.48,,,,,
2010,RRRN2,""REESE RIVER O'TOOLE"",HUMBOLDT,0.24,0,0.7,0.2,0.75,0.62,0.91,0.45,0,0.95,0.05,0.08
2010,RYPN2,RYE PATCH DAM,HUMBOLDT,0.58,0.25,1.1,1.4,0.84,0.23,2.14,2.23,0.04,0.09,0.08,0.04
2010,SFKN2,SOUTH FORK SP,HUMBOLDT,0.59,0.07,1.18,0.5,0.36,1.13,1.18,1.36,0.24,0.22,0.04,0.71
2010,WMC,WINNEMUCCA,HUMBOLDT,0.48,0.41,0.76,0.87,0.41,0.9,1.8,1.72,0,0.18,0.21,0.22
2010,DUFN2,DUFURRENA (SHELDON),BLACK ROCK DESERT,0.2,0.1,0.44,,0.26,0.52,1.04,0.91,0.25,0.12,0.12,0.31
2010,KRVN2,KINGS RIVER VALLEY,BLACK ROCK DESERT,0.27,0.1,0.8,1.39,0.63,0.58,,1.11,0.32,0.22,0.14,
2010,LCRN2,LEONARD CREEK RANCH,BLACK ROCK DESERT,,0,,1.48,1.29,,,1.63,0.07,0,0.22,0
2010,MCDN2,MCDERMITT,BLACK ROCK DESERT,0.66,0.35,0.36,0.9,0.05,1.29,0.49,1.2,1.02,0.47,0.21,0.4
2010,ORVN2,OROVADA 4WSW,BLACK ROCK DESERT,0.67,0.27,1.08,1.28,0.52,1.27,1.99,1.91,0.77,0.54,0.16,0.31
2010,ARTN2,ARTHUR 4NW,CENTRAL NEVADA DESERT,1.81,0.41,1.89,1.71,0.61,,1.51,0.82,0.28,,0,0.86
2010,BDRN2,BOULDER CITY,CENTRAL NEVADA DESERT,,,,,,,,,,,,
2010,BLEN2,BLUE EAGLE RANCH,CENTRAL NEVADA DESERT,0.76,0.12,1.09,0.72,0.86,0.72,1.1,1.31,0.12,0.23,0.72,0
2010,DYRN2,DYER,CENTRAL NEVADA DESERT,0.47,0.26,0.6,0.98,0.83,0.26,1.74,0,0,0.29,0.08,0
