2002, 'SOUTHERN OREGON COASTAL'
2002, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2008, 'LOWER KLAMATH'
2008, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2008, 'BBAC1', 'BIG BAR 4E', '   4.54', '   1.22', '   5.65', '  10.69', '   5.04', '   1.49', '   0.78', '   1.03', '   0.60', 'M', '   0.01', 'M', 'M'
2008, 'CHNC1', 'CALLAHAN', '   3.55', '   0.83', '   2.77', '   5.95', '   1.06', '   0.59', '   0.09', '   1.10', '   0.27', '   0.00', '   0.00', '   0.00', ' 16.21', '  76', '  76'
2008, 'COPC1', 'COPCO #1 DAM', '   4.31', '   1.97', '   2.69', '   4.31', '   1.00', '   0.76', '   0.67', '   1.38', '   0.35', '   0.00', '   0.18', '   0.00', ' 17.62', '  86', '  86'
2008, 'FOJC1', 'FORT JONES', '   3.40', '   0.85', '   2.91', '   5.95', '   2.41', '   0.51', '   0.56', '   1.65', '   0.02', '   0.00', '   0.10', '   0.00', ' 18.36', '  84', '  84'
2008, 'HPAC1', 'HOOPA', '   7.80', '   6.00', '   7.20', '  18.50', '   2.60', 'M', 'M', 'M', 'M', 'M', '   0.00', 'M', 'M'
2008, 'HPYC1', 'HAPPY CAMP', '   6.90', '   3.81', '  10.17', '  14.95', '   5.22', '   4.48', '   1.77', '   0.07', '   0.02', '   0.00', '   0.00', '   0.00', ' 47.39', '  92', '  92'
2008, 'HYAC1', 'HYAMPOM', '   5.00', '   1.50', '   6.30', 'M', '   2.30', 'M', 'M', 'M', 'M', 'M', '   0.01', 'M', 'M'
2008, 'MTHC1', 'MT. HEBRON RS', '   3.04', '   0.71', '   0.96', '   0.95', '   0.44', '   0.63', '   0.24', '   1.63', '   0.09', '   0.00', '   0.17', '   0.00', '  8.86', '  70', '  70'
2008, 'ORLC1', 'ORLEANS', '   8.53', '   3.82', '   9.16', '  14.55', '   4.68', '   5.52', '   2.10', '   0.33', '   0.12', '   0.08', '   0.07', '   0.00', ' 48.96', '  93', '  93'
2008, 'STGC1', 'LAVA BEDS NM', '   2.09', '   0.79', '   1.03', '   3.51', '   0.88', '   0.62', '   0.37', '   1.89', '   0.10', '   0.00', '   0.12', '   0.00', ' 11.40', '  76', '  76'
2008, 'TRHC1', 'TRINITY RIVER HATCHERY', '   3.84', '   1.00', '   5.27', '   7.18', '   4.58', '   0.52', '   0.45', '   0.85', '   0.12', '   0.00', '   0.05', '   0.00', ' 23.86', '  73', '  73'
2008, 'TULC1', 'TULE LAKE', '   2.72', '   0.67', '   0.81', '   1.90', '   0.63', '   0.70', '   0.23', '   1.76', '   0.10', '   0.00', '   0.22', '   0.00', '  9.74', '  86', '  86'
2008, 'WEAC1', 'WEAVERVILLE', '   4.00', 'M', 'M', '  10.90', '   2.00', 'M', '   0.71', '   1.31', '   0.04', '   0.00', '   0.00', '   0.01', 'M'
2008, 'WLLC1', 'WILLOW CREEK 1NW', '   8.12', '   2.60', '   7.94', '  12.06', '   4.76', '   3.52', '   2.21', '   0.02', '   0.12', '   0.00', '   0.00', '   0.11', ' 41.46', '  76', '  76'
2008, 'YKAC1', 'YREKA', '   3.42', '   0.93', '   3.05', '   4.61', '   2.12', '   1.09', '   0.45', '   2.20', '   0.08', '   0.00', '   0.11', '   0.00', ' 18.06', '  92', '  92'
2008, 'RUSSIAN...NAPA...SAN FRANCISCO BAY'
2008, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2008, 'ANGC1', 'ANGWIN PACIFIC UNION COLL', '   2.42', '   0.70', '   4.56', '  14.76', '   4.47', '   0.27', '   0.25', '   0.24', 'M', '   0.00', 'M', '   0.00', 'M'
2008, 'CLTC1', 'CALISTOGA', '   3.75', '   0.76', '   5.83', '  12.87', '   5.84', '   0.43', '   0.28', '   0.08', 'M', 'M', 'M', 'M', 'M'
2008, 'FFDC1', 'FAIRFIELD', '   2.22', '   0.92', '   4.35', '   7.80', '   3.96', '   0.46', '   0.05', '   0.00', 'M', '   0.00', '   0.00', '   0.00', 'M'
2008, 'GRNC1', 'GRATON', '   3.67', '   0.94', '   8.03', '  14.04', '   5.99', '   0.42', '   0.36', '   0.01', 'M', 'M', 'M', 'M', 'M'
2008, 'HLDC1', 'HEALDSBURG FIRE DEPT', '   5.06', '   0.36', '   8.83', '  17.04', '   3.98', '   0.53', '   0.23', '   0.00', 'M', '   0.00', '   0.00', 'M', 'M'
2008, 'KENC1', 'KENTFIELD', '   3.46', '   0.81', '   7.86', '  17.49', '   5.72', '   0.25', '   0.29', '   0.02', 'M', 'M', 'M', 'M', 'M'
2008, 'MHMC1', 'MOUNT HAMILTON', '   1.87', '   0.97', '   2.32', '   9.07', '   5.37', '   0.83', '   0.17', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', ' 20.60', '  87', '  87'
2008, 'NSHC1', 'NAPA STATE HOSPITAL', '   1.50', '   1.05', '   4.10', '  10.06', '   3.44', '   0.35', '   0.19', '   0.08', '   0.00', '   0.00', '   0.00', '   0.00', ' 20.77', '  78', '  78'
2008, 'OAMC1', 'OAKLAND MUSEUM', '   1.99', '   1.00', '   3.28', '  11.51', '   2.13', '   0.43', '   0.15', '   0.09', '   0.00', 'M', 'M', 'M', 'M'
2008, 'PORC1', 'POTTER VALLEY PH', '   3.30', '   1.09', '   7.51', '  13.99', '   2.60', '   1.18', '   0.62', '   0.18', '   0.00', '   0.00', '   0.00', '   0.28', ' 30.75', '  68', '  68'
2008, 'SFO', 'SAN FRANCISCO AIRPORT', '   2.01', '   0.96', '   3.16', '   8.86', '   1.87', '   0.33', '   0.14', '   0.03', '   0.00', '   0.00', '   0.01', '   0.00', ' 17.37', '  86', '  86'
2008, 'SFOC1', 'DOWNTOWN SAN FRANCISCO', '   2.01', '   0.96', '   3.16', '   8.86', '   1.87', '   0.33', '   0.14', '   0.03', '   0.00', '   0.00', '   0.01', '   0.00', ' 17.37', '  78', '  78'
2008, 'STSC1', 'SANTA ROSA', '   3.26', '   0.81', '   5.06', '  10.21', '   3.09', '   0.32', '   0.30', '   0.03', '   0.00', '   0.00', '   0.00', '   0.03', ' 23.11', '  75', '  75'
2008, 'UKHC1', 'UKIAH FIRE DEPT', '   2.18', '   0.60', '   7.30', '  15.25', '   5.22', '   1.25', '   0.44', '   0.00', 'M', 'M', 'M', 'M', 'M'
2008, 'UKI', 'UKIAH ASOS', '   2.15', '   0.67', '   6.63', '  12.57', '   4.73', '   1.08', '   0.38', '   0.00', '   0.00', '   0.00', '   0.00', '   0.37', ' 28.58', 'NA', 'NA'
2008, 'SACRAMENTO...YUBA...FEATHER...AMERICAN'
2008, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2008, '4LW', 'LAKEVIEW', '   1.74', '   0.39', '   1.08', '   1.93', '   0.12', '   0.35', '   0.22', '   1.23', '   0.04', '   0.00', '   0.04', '   0.04', '  7.18', '  46', '  46'
2008, 'ADNC1', 'ADIN', '   1.43', '   0.98', '   1.85', '   2.36', '   0.89', '   0.57', '   0.42', '   1.55', 'M', '   0.04', 'M', 'M', 'M'
2008, 'ALTC1', 'ALTURAS', '   2.13', '   0.83', 'M', '   1.68', '   0.89', 'M', '   0.64', '   2.79', 'M', 'M', 'M', 'M', 'M'
2008, 'AUBC1', 'AUBURN', '   1.25', 'M', '   4.46', '   6.91', '   3.98', '   0.92', '   0.32', '   0.06', '   0.00', '   0.00', '   0.00', '   0.00', 'M'
2008, 'BLU', 'BLUE CANYON', '   5.62', '   2.03', 'M', 'M', '   5.03', 'M', 'M', '   1.63', 'M', 'M', 'M', 'M', 'M'
2008, 'BNYC1', 'BURNEY', '   2.37', '   0.37', '   2.93', '   6.02', '   3.55', '   0.91', '   0.74', '   0.30', '   0.04', '   0.00', '   0.12', '   0.00', ' 17.35', '  65', '  65'
2008, 'BODC1', 'BOWMAN DAM', '   7.20', '   2.29', '  10.15', '  15.43', '   9.22', '   3.20', '   1.01', '   2.34', '   0.00', '   0.00', '   0.00', '   0.00', ' 50.84', '  74', '  74'
2008, 'BRRC1', 'BRUSH CREEK RS', '   4.33', '   1.57', '  11.67', '  13.41', '  12.11', '   1.49', '   1.46', '   0.84', '   0.00', '   0.00', 'M', 'M', 'M'
2008, 'BUCC1', 'BUCKS CREEK', '   4.43', '   1.47', '   7.77', '  14.25', '   8.89', '   2.57', '   1.00', '   0.70', '   0.16', '   0.00', '   0.00', '   0.00', ' 41.24', '  59', '  59'
2008, 'BUKC1', 'BUCKHORN', '   8.20', '   1.66', '  10.66', '  17.48', '  10.31', '   2.70', '   1.00', '   1.03', '   0.10', '   0.00', '   0.16', '   0.00', ' 53.30', '  80', '  80'
2008, 'CANC1', 'CANYON DAM', '   3.28', '   0.96', '   3.87', '  10.03', '   4.75', '   1.11', '   0.60', '   1.25', '   0.01', '   0.00', '   0.00', '   0.04', ' 25.90', '  68', '  68'
2008, 'CBYC1', 'CANBY 3SW', '   2.25', '   1.24', '   1.25', '   2.28', '   0.89', '   0.47', '   0.88', '   2.70', '   0.66', '   0.00', '   0.00', '   0.00', ' 12.62', '  77', '  77'
2008, 'CHAC1', 'CHALLENGE RS', '   4.27', '   1.60', 'M', '   8.80', '   5.96', '   1.24', '   0.76', 'M', 'M', 'M', 'M', 'M', 'M'
2008, 'CHEC1', 'CHESTER', '   2.92', '   0.65', '   4.09', '  10.26', '   4.71', '   1.10', '   0.51', '   0.82', '   0.01', '   0.00', '   0.00', '   0.00', ' 25.07', '  76', '  76'
2008, 'CHUC1', 'CHICO UNIVERSITY FARM', '   1.53', '   0.52', '   4.21', 'M', 'M', '   0.02', '   0.24', '   0.05', '   0.00', '   0.00', '   0.05', '   0.00', 'M'
2008, 'CLGC1', 'COLGATE PH', '   3.34', '   1.50', '   7.61', '   8.67', '   4.47', '   1.49', '   0.48', '   0.22', '   0.00', '   0.00', '   0.00', '   0.00', ' 27.78', '  67', '  67'
2008, 'COFC1', 'COLFAX', '   2.43', '   1.62', '   8.08', '   7.89', '   3.72', '   1.43', '   0.42', '   0.02', '   0.00', '   0.00', '   0.00', '   0.00', ' 25.61', '  53', '  53'
2008, 'DAVC1', 'DAVIS EXPERIMENTAL FARM', '   1.35', '   0.83', '   2.84', '   8.16', '   2.59', '   0.01', '   0.00', '   0.02', 'M', 'M', '   0.00', 'M', 'M'
2008, 'DESC1', 'DE SABLA', '   4.49', '   1.59', '   9.64', '  16.64', '   8.35', '   1.24', '   0.91', '   0.38', '   0.06', '   0.00', '   0.00', 'M', 'M'
2008, 'DUNC1', 'DUNSMUIR', '   5.91', '   0.97', '  11.31', '  16.28', '   6.11', '   4.28', '   0.85', '   0.42', '   0.00', '   0.00', '   0.29', '   0.00', ' 46.42', '  75', '  75'
2008, 'DWNC1', 'DOWNIEVILLE', '   3.95', '   1.56', '   8.12', '  17.37', '   7.74', '   2.54', '   0.67', '   1.56', '   0.00', '   0.00', '   0.00', '   0.01', ' 43.52', '  69', '  69'
2008, 'FSTC1', 'FORESTHILL RS', '   4.94', '   1.74', '   9.34', '  10.66', '   6.46', '   2.11', '   0.54', '   0.86', '   0.00', '   0.00', '   0.00', '   0.00', ' 36.65', '  70', '  70'
2008, 'GEOC1', 'GEORGETOWN RS', '   3.02', '   1.10', '   8.21', '   9.24', '   8.55', '   1.55', '   0.47', '   0.99', '   0.00', '   0.00', 'M', 'M', 'M'
2008, 'GLRC1', 'GOLD RUN 2SW', '   4.43', '   1.59', '   9.70', '  11.62', '   6.75', '   2.11', '   0.51', '   0.91', '   0.00', '   0.00', '   0.00', '   0.00', ' 37.62', '  68', '  68'
2008, 'GRAC1', 'GRASS VALLEY NO. 2', '   4.13', '   1.60', '  10.06', '   9.95', '   7.17', '   1.43', '   0.45', '   0.42', '   0.00', '   0.00', '   0.00', '   0.00', ' 35.21', '  66', '  66'
2008, 'GREC1', 'GREENVILLE RS', '   1.92', '   0.72', '   3.96', '  11.05', '   5.12', '   1.07', '   0.44', '   0.95', 'M', 'M', 'M', 'M', 'M'
2008, 'HATC1', 'HAT CREEK', '   0.95', '   0.41', '   1.94', '   3.46', '   3.57', '   0.78', '   1.00', '   0.51', '   0.02', '   0.00', '   0.00', '   0.06', ' 12.70', '  63', '  63'
2008, 'HLEC1', 'HARRY L ENGLEBRIGHT DAM', '   1.59', '   1.23', '   6.15', '   9.75', '   3.82', '   0.21', '   0.30', '   0.07', '   0.00', '   0.00', '   0.00', '   0.00', ' 23.12', '  66', '  66'
2008, 'HRRC1', 'HARRISON GULCH RS', '   3.74', '   0.49', '   5.85', 'M', 'M', '   0.56', '   0.65', '   1.17', '   0.00', 'M', '   0.00', '   0.00', 'M'
2008, 'LSPC1', 'LAKE SPAULDING', '   4.76', '   2.02', '   9.81', '  17.65', '  12.16', '   5.71', '   1.60', '   1.89', '   0.01', '   0.00', '   0.00', 'M', 'M'
2008, 'MCLC1', 'MCCLOUD', '   4.62', '   0.89', '   9.10', '  12.77', '   6.67', '   0.52', '   0.78', '   1.47', '   0.04', '   0.00', '   0.22', '   0.00', ' 37.08', '  76', '  76'
2008, 'MHS', 'MT. SHASTA', '   3.59', '   0.63', '   7.93', '  10.72', '   3.93', '   0.51', '   0.53', '   1.27', '   0.02', '   0.00', '   0.22', '   0.00', ' 29.35', '  74', '  74'
2008, 'MINC1', 'MINERAL', '   3.43', '   1.67', '   4.93', '  13.97', '   6.81', '   2.66', '   0.81', '   0.85', '   0.00', '   0.00', '   0.01', '   0.00', ' 35.14', '  62', '  62'
2008, 'MNZC1', 'MANZANITA LAKE', '   4.01', '   2.28', '   4.16', '   8.50', '   3.41', '   4.04', 'M', '   0.80', '   0.00', '   0.00', '   0.06', '   0.06', 'M'
2008, 'NCOC1', 'NICOLAUS', '   1.55', '   0.73', '   3.40', '   6.89', '   2.02', '   0.22', '   0.05', '   0.03', '   0.00', '   0.00', '   0.00', '   0.00', ' 14.89', '  75', '  75'
2008, 'NVDC1', 'NEVADA CITY', '   4.26', '   1.78', '  11.52', '  12.28', '   8.83', '   2.48', '   0.50', '   0.74', '   0.00', '   0.00', '   0.03', '   0.00', ' 42.42', '  72', '  72'
2008, 'ONDC1', 'ORLAND', '   0.77', '   0.43', '   3.13', '   8.85', '   2.71', '   0.00', '   0.07', '   0.21', '   0.00', '   0.00', '   0.00', '   0.00', ' 16.17', '  74', '  74'
2008, 'PCHC1', 'PACIFIC HOUSE', '   2.41', '   1.40', '   5.65', '  11.40', '   7.86', '   2.12', '   0.29', '   1.86', '   0.03', '   0.00', '   0.00', '   0.00', ' 33.02', '  64', '  64'
2008, 'PLCC1', 'PLACERVILLE', '   2.05', '   1.10', '   5.57', '   8.09', '   4.80', '   0.64', '   0.33', '   0.11', '   0.00', '   0.00', '   0.00', '   0.00', ' 22.69', '  59', '  59'
2008, 'PLUC1', 'PLUMAS EUREKA SP', '   4.90', 'M', 'M', '  10.80', '   3.90', '   3.50', 'M', '   1.10', '   0.30', '   0.00', '   0.20', 'M', 'M'
2008, 'PRAC1', 'PORTOLA', '   1.39', '   0.56', '   1.71', '   5.91', '   3.39', '   0.24', '   0.16', '   0.95', '   0.00', '   0.00', '   0.00', '   0.00', ' 14.31', '  62', '  62'
2008, 'PRDC1', 'PARADISE', '   2.67', '   1.10', '   9.84', '  11.26', '   8.17', '   0.86', '   0.93', '   0.23', '   0.00', '   0.00', '   0.00', '   0.00', ' 35.06', '  62', '  62'
2008, 'PRPC1', 'PIT RIVER PH5', '   9.15', '   1.68', '  12.41', '  23.76', '   8.13', 'M', '   1.61', '   0.79', '   0.11', '   0.00', '   0.10', '   0.00', 'M'
2008, 'PTRC1', 'PIT RIVER PH1', '   1.48', '   0.25', '   1.69', '   2.65', '   1.35', '   0.37', '   0.37', '   0.68', '   0.02', '   0.00', '   0.00', 'M', 'M'
2008, 'QCYC1', 'QUINCY', '   2.36', '   0.88', '   3.33', '  10.19', '   5.68', '   1.58', '   0.51', '   0.98', '   0.00', '   0.00', 'M', '   0.06', 'M'
2008, 'RBL', 'RED BLUFF AP', '   1.11', '   0.35', '   2.77', '   6.83', '   2.12', '   0.07', '   0.11', '   0.26', '   0.00', '   0.00', '   0.00', '   0.00', ' 13.62', '  57', '  57'
2008, 'ROMC1', 'ROUND MOUNTAIN', '   6.27', '   1.30', '   7.65', '  12.80', '   4.96', '   1.29', '   1.16', '   0.93', '   0.13', '   0.00', '   0.14', 'M', 'M'
2008, 'SAC', 'SACRAMENTO AP', '   1.05', '   0.85', '   3.17', '   6.67', '   1.81', '   0.03', '   0.00', '   0.04', '   0.00', '   0.00', '   0.00', '   0.00', ' 13.62', '  76', '  76'
2008, 'SERC1', 'SIERRAVILLE', '   1.63', '   0.39', '   2.35', '   4.87', '   2.15', '   0.41', '   0.06', '   0.42', '   0.00', '   0.00', '   0.00', '   0.00', ' 12.28', '  47', '  47'
2008, 'SHDC1', 'SHASTA DAM', '   4.16', '   0.60', '  10.24', '  16.69', '  10.52', '   0.28', '   0.76', '   1.14', '   0.08', '   0.00', '   0.00', '   0.00', ' 44.47', '  70', '  70'
2008, 'SLPC1', 'SLY PARK', '   2.67', '   1.53', '   5.60', '   9.77', '   7.22', '   1.51', 'M', '   1.76', '   0.00', '   0.00', '   0.00', '   0.22', 'M'
2008, 'SMTC1', 'SACRAMENTO 5 ESE', '   0.93', '   0.98', '   3.35', '   7.42', '   1.83', '   0.12', '   0.01', '   0.04', '   0.00', '   0.00', '   0.00', '   0.00', ' 14.68', '  74', '  74'
2008, 'SODC1', 'SODA SPRINGS', '   4.76', '   1.73', '   8.50', '  15.90', '   7.91', '   3.23', '   0.91', '   1.85', '   0.00', '   0.08', '   0.00', '   0.00', ' 44.87', 'NA', 'NA'
2008, 'STOC1', 'STONY GORGE', '   0.71', '   0.12', '   3.13', '  10.61', '   3.97', '   0.00', '   0.00', '   0.94', '   0.03', '   0.00', '   0.00', '   0.00', ' 19.51', '  92', '  92'
2008, 'STYC1', 'STRAWBERRY VALLEY', '   5.73', '   1.90', '  11.89', '  19.17', '  12.08', '   2.69', '   0.87', '   0.94', '   0.00', '   0.00', '   0.00', '   0.00', ' 55.27', '  69', '  69'
2008, 'TWLC1', 'CAPLES LAKE', '   1.56', '   1.12', '   4.46', '   9.52', '   4.42', '   1.10', '   0.34', 'M', '   0.00', '   0.09', 'M', 'M', 'M'
2008, 'VOLC1', 'VOLTA PH', '   3.33', '   1.25', '   4.92', '   6.36', '   2.81', '   2.05', '   0.31', '   0.50', '   0.00', '   0.00', '   0.13', 'M', 'M'
2008, 'VTNC1', 'VINTON', '   2.26', '   0.59', '   1.75', '   3.47', '   1.41', '   0.69', '   0.07', '   1.15', '   0.00', '   0.03', '   0.00', '   0.00', ' 11.42', '  81', '  81'
2008, 'WDDC1', 'WOODLAND', '   1.64', '   0.78', '   3.27', '  10.66', '   3.00', '   0.00', '   0.01', '   0.03', 'M', '   0.00', '   0.00', 'M', 'M'
2008, 'WSKC1', 'WHISKEYTOWN RES', '   4.26', 'M', '  10.18', '  17.38', '   9.90', '   0.26', '   0.47', '   1.05', '   0.10', '   0.00', '   0.04', '   0.00', 'M'
2008, 'SAN JOAQUIN'
2008, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2008, 'ABYC1', 'AUBERRY', '   0.43', '   0.19', '   3.57', '   7.37', '   4.72', '   0.59', '   0.03', '   1.21', '   0.00', 'M', '   0.00', '   0.00', 'M'
2008, 'ARNC1', 'CALAVERAS BIG TREES', '   2.20', '   1.42', '   7.30', '  12.75', '   8.38', '   1.33', '   0.77', '   1.49', '   0.00', '   0.00', '   0.00', '   0.00', ' 35.64', '  64', '  64'
2008, 'BCRC1', 'BIG CREEK PH #1', '   0.45', '   0.43', '   3.20', '   8.85', '   5.87', '   0.59', '   0.00', '   1.75', 'M', '   0.95', '   0.00', '   0.01', 'M'
2008, 'CHVC1', 'CHERRY VALLEY', '   1.34', '   0.62', '   6.11', '  11.14', '   9.50', '   0.64', '   0.31', '   1.43', '   0.03', '   0.04', '   0.00', 'M', 'M'
2008, 'CMPC1', 'CAMP PARDEE', '   1.00', '   0.98', '   3.68', '   5.84', '   2.21', '   0.09', '   0.08', '   0.53', '   0.00', '   0.00', '   0.00', '   0.00', ' 14.41', '  63', '  63'
2008, 'EXQC1', 'EXCHEQUER DAM', '   2.39', '   0.31', '   2.83', '   7.74', '   3.28', '   0.00', '   0.01', '   0.37', '   0.00', '   0.00', '   0.00', '   0.00', ' 16.93', '  85', '  85'
2008, 'FDDC1', 'FIDDLETOWN DEXTER RANCH', '   2.11', '   0.97', '   4.85', '   9.27', '   4.64', '   0.72', '   0.17', '   0.73', '   0.00', '   0.00', '   0.00', '   0.00', ' 23.46', '  63', '  63'
2008, 'FLOC1', 'FLORENCE LAKE', '   0.52', '   0.59', 'M', '   3.78', '   2.39', 'M', '   0.00', '   1.65', 'M', '   0.98', '   0.00', '   0.25', 'M'
2008, 'FRAC1', 'FRIANT GOVERNMENT CAMP', 'M', '   0.05', '   2.26', '   4.34', '   1.42', '   0.06', '   0.03', '   0.60', '   0.00', '   0.00', '   0.00', '   0.00', 'M'
2008, 'GRVC1', 'GROVELAND RS', '   1.62', '   0.69', '   5.73', '  11.61', '   6.18', '   0.76', '   0.12', '   0.88', 'M', '   0.00', '   0.00', 'M', 'M'
2008, 'HETC1', 'HETCH HETCHY', '   0.95', '   0.64', '   4.39', '   9.97', '   7.10', '   0.70', '   0.16', '   1.79', '   0.00', '   0.00', '   0.00', '   0.00', ' 25.70', '  70', '  70'
2008, 'HNTC1', 'HUNTINGTON LAKE', '   0.61', 'M', '   4.79', '  10.51', '   8.20', '   0.81', '   0.03', '   1.57', '   1.12', '   1.52', '   0.00', '   0.00', 'M'
2008, 'LOSC1', 'LOS BANOS', '   0.48', '   0.30', '   1.29', '   2.94', '   1.08', '   0.00', '   0.01', '   0.12', '   0.00', '   0.00', '   0.00', '   0.00', '  6.22', '  63', '  63'
2008, 'MATC1', 'MATHER', '   1.03', '   0.81', '   4.94', '  11.45', '   6.72', '   0.65', '   0.11', '   1.27', '   0.00', '   0.03', 'M', '   0.00', 'M'
2008, 'MCEC1', 'MERCED', '   1.26', '   0.29', '   1.44', '   4.45', '   2.18', '   0.07', '   0.00', '   0.09', '   0.00', '   0.00', '   0.00', '   0.00', '  9.78', '  78', '  78'
2008, 'MDRC1', 'MADERA', '   0.32', '   0.09', '   2.13', '   2.78', '   2.21', '   0.00', '   0.00', '   0.26', '   0.00', 'M', '   0.00', '   0.00', 'M'
2008, 'MOD', 'MODESTO AP', '   0.75', '   0.37', '   1.85', '   4.81', '   1.74', '   0.01', '   0.00', '   0.09', '   0.00', '   0.00', '   0.00', '   0.00', '  9.62', '  74', '  74'
2008, 'MRIC1', 'MARIPOSA RS', '   0.84', '   0.20', '   1.35', '   9.26', '   5.73', '   0.08', '   0.03', '   0.68', '   0.00', '   0.00', '   0.00', 'M', 'M'
2008, 'NMDC1', 'NEW MELONES DAM HQ', '   1.58', '   0.75', '   5.16', '   9.01', '   4.07', '   0.40', '   0.06', '   0.57', '   0.00', '   0.00', '   0.00', '   0.00', ' 21.60', 'NA', 'NA'
2008, 'NOFC1', 'NORTH FORK RS', '   1.44', '   0.37', '   5.18', '  11.89', '   7.87', '   0.79', '   0.02', '   1.46', '   0.00', '   0.05', '   0.00', '   0.00', ' 29.07', '  85', '  85'
2008, 'PANC1', 'PANOCHE 2W', '   0.54', '   0.28', '   0.77', '   5.11', '   1.85', '   0.17', '   0.10', '   0.31', 'M', '   0.00', 'M', '   0.00', 'M'
2008, 'SCKC1', 'STOCKTON FIRE STA 4', '   0.69', '   0.80', 'M', '   7.08', '   2.18', '   0.12', 'M', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', 'M'
2008, 'SONC1', 'SONORA', '   1.12', '   0.80', '   6.27', '   9.31', '   5.55', '   0.46', '   0.05', '   0.42', '   0.00', '   0.00', '   0.00', '   0.00', ' 23.98', '  73', '  73'
2008, 'SPGC1', 'SALT SPRINGS PH', '   1.88', '   1.13', '   5.04', '  11.48', '   5.45', '   1.05', '   0.40', '   1.96', '   0.00', '   0.00', '   0.00', 'M', 'M'
2008, 'TIGC1', 'TIGER CREEK PH', '   1.90', '   1.34', '   6.50', '  11.78', '   5.61', '   1.24', '   0.18', '   1.40', '   0.00', '   0.00', '   0.00', 'M', 'M'
2008, 'TRAC1', 'TRACY CARBONA', '   0.53', '   0.58', '   1.70', '   6.72', '   1.70', '   0.02', '   0.02', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', ' 11.27', ' 107', ' 107'
2008, 'WSTC1', 'WEST POINT', '   1.49', '   1.15', '   6.84', '  12.55', '   4.73', '   0.97', '   0.21', '   0.95', '   0.00', '   0.00', '   0.00', '   0.00', ' 28.89', '  79', '  79'
2008, 'YNPC1', 'SOUTH ENTRANCE YOSEMITE', '   0.61', '   0.61', '   3.35', '  13.81', '   6.47', '   0.73', '   0.01', '   1.68', '   0.02', 'M', '   0.00', '   0.02', 'M'
2008, 'YPQC1', 'YOSEMITE PARK HEADQUARTER', '   1.24', '   0.00', '   4.33', '   7.55', '   9.67', '   0.21', '   0.00', '   0.97', '   0.09', '   0.23', '   0.00', '   0.03', ' 24.32', '  65', '  65'
2008, 'KERN...TULE...KAWEAH...KINGS'
2008, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2008, 'ASHC1', 'ASH MOUNTAIN', '   1.13', '   0.62', '   5.22', '   6.57', '   6.30', '   0.54', '   0.00', '   0.93', '   0.00', '   0.13', '   0.00', '   0.00', ' 21.44', '  81', '  81'
2008, 'ATWC1', 'ATWELL CAMP', '   0.90', '   0.81', '   6.63', '   8.83', 'M', '   1.11', '   0.31', '   1.50', '   0.41', '   0.31', '   0.00', '   0.00', 'M'
2008, 'BFL', 'BAKERSFIELD', '   0.28', '   0.06', '   0.36', '   0.65', '   0.34', '   0.00', '   0.00', '   0.08', '   0.00', '   0.00', '   0.00', '   0.00', '  1.77', '  27', '  27'
2008, 'BTPC1', 'BEAR TRAP MEADOW', '   1.21', '   0.70', '   6.91', '   7.91', '  14.71', '   4.13', '   0.23', '   0.53', '   0.32', '   0.11', '   0.00', '   0.00', ' 36.76', 'NA', 'NA'
2008, 'DNPC1', 'BALCH PH', '   0.82', '   0.25', '   4.81', '   8.72', 'M', '   0.83', '   0.00', '   1.01', '   0.00', '   0.00', '   0.00', '   0.03', 'M'
2008, 'EGCC1', 'EAGLE CREEK', '   0.90', '   0.31', '   7.32', '  10.51', '  10.81', '   0.60', '   0.40', '   1.16', '   0.33', '   0.01', '   0.00', '   0.00', ' 32.35', 'NA', 'NA'
